No	Protein	Protein	Class
3202	CG31175	CG6506	1
3203	CG31175	CG6637	1
3204	CG31175	CG8216	1
3205	CG31196	CG32809	1
3206	CG31196	CG33067	1
3207	CG31196	CG8232	1
3208	CG31232	CG5486	1
3209	CG31232	CG6459	1
3210	CG31247	CG4771	1
3211	CG31247	CG6202	1
3212	CG31247	CG9527	1
3213	CG31247	CG9553	1
3214	CG31258	CG9986	1
3215	CG31291	CG6450	1
3216	CG31291	CG7926	1
3217	CG31299	CG6985	1
3218	CG31299	CG8173	1
3219	CG31319	CG4104	1
3220	CG31319	CG4300	1
3221	CG31319	CG6506	1
3222	CG31319	CG7744	1
3223	CG31319	CG7808	1
3224	CG31319	CG7945	1
3225	CG31319	CG9836	1
3226	CG31322	CG7048	1
3227	CG31324	CG7375	1
3228	CG31357	CG3622	1
3229	CG31357	CG4795	1
3230	CG31363	CG31644	1
3231	CG31363	CG4789	1
3232	CG31363	CG6046	1
3233	CG3140	CG5792	1
3234	CG3140	CG9006	1
3235	CG3143	CG9539	1
3236	CG31457	CG6380	1
3237	CG3151	CG4887	1
3238	CG3151	CG5748	1
3239	CG3151	CG8616	1
3240	CG3151	CG9113	1
3241	CG31510	CG32096	1
3242	CG31635	CG9578	1
3243	CG31637	CG5576	1
3244	CG31638	CG3572	1
3245	CG31638	CG4865	1
3246	CG31640	CG4494	1
3247	CG31640	CG4800	1
3248	CG31640	CG5823	1
3249	CG31649	CG4800	1
3250	CG31692	CG6707	1
3251	CG3173	CG33214	1
3252	CG31731	CG5374	1
3253	CG31731	CG6779	1
3254	CG31738	CG8206	1
3255	CG31738	CG8483	1
3256	CG3174	CG32365	1
3257	CG3174	CG3314	1
3258	CG3174	CG8228	1
3259	CG31743	CG5642	1
3260	CG31756	CG6459	1
3261	CG31756	CG7765	1
3262	CG31764	CG4087	1
3263	CG31764	CG4871	1
3264	CG31764	CG5876	1
3265	CG31764	CG6058	1
3266	CG31764	CG7171	1
3267	CG31764	CG8065	1
3268	CG31764	CG9368	1
3269	CG31764	CG9699	1
3270	CG31797	CG7171	1
3271	CG31797	CG8291	1
3272	CG3183	CG6333	1
3273	CG3183	CG8171	1
3274	CG3186	CG6522	1
3275	CG3189	CG6806	1
3276	CG3189	CG8816	1
3277	CG3189	CG9113	1
3278	CG31917	CG7764	1
3279	CG31917	CG9160	1
3280	CG31917	CG9776	1
3281	CG3193	CG3508	1
3282	CG3193	CG4076	1
3283	CG3193	CG5410	1
3284	CG3193	CG5792	1
3285	CG3193	CG6290	1
3286	CG3193	CG6544	1
3287	CG3193	CG6755	1
3288	CG3193	CG8332	1
3289	CG3193	CG8383	1
3290	CG3193	CG8548	1
3291	CG3193	CG9173	1
3292	CG3195	CG9506	1
3293	CG31961	CG8851	1
3294	CG31990	CG3278	1
3295	CG31990	CG3403	1
3296	CG31999	CG6141	1
3297	CG31999	CG7939	1
3298	CG31999	CG9012	1
3299	CG31999	CG9653	1
3300	CG31999	CG9696	1
3301	CG32016	CG32409	1
3302	CG32016	CG33113	1
3303	CG32016	CG4068	1
3304	CG32016	CG5920	1
3305	CG32016	CG6046	1
3306	CG32016	CG7015	1
3307	CG32016	CG7398	1
3308	CG32016	CG7808	1
3309	CG32016	CG8078	1
3310	CG3203	CG5576	1
3311	CG3203	CG9117	1
3312	CG3203	CG9173	1
3313	CG3203	CG9986	1
3314	CG32043	CG33085	1
3315	CG32043	CG7570	1
3316	CG32046	CG33141	1
3317	CG32068	CG5232	1
3318	CG32068	CG8057	1
3319	CG32068	CG8292	1
3320	CG32068	CG9099	1
3321	CG32096	CG33103	1
3322	CG32096	CG3325	1
3323	CG32096	CG4065	1
3324	CG32096	CG4239	1
3325	CG32096	CG4878	1
3326	CG32096	CG5502	1
3327	CG32096	CG7622	1
3328	CG32096	CG8417	1
3329	CG32096	CG9496	1
3330	CG32100	CG4759	1
3331	CG32100	CG6196	1
3332	CG32100	CG6770	1
3333	CG32100	CG7757	1
3334	CG32100	CG7856	1
3335	CG32100	CG8383	1
3336	CG32104	CG3610	1
3337	CG32112	CG9986	1
3338	CG3213	CG6972	1
3339	CG3213	CG8851	1
3340	CG32140	CG3610	1
3341	CG32140	CG5433	1
3342	CG32159	CG5380	1
3343	CG32159	CG9900	1
3344	CG32183	CG9539	1
3345	CG3234	CG4778	1
3346	CG32380	CG4087	1
3347	CG32380	CG8725	1
3348	CG32392	CG9911	1
3349	CG32425	CG3287	1
3350	CG32425	CG5642	1
3351	CG3244	CG3929	1
3352	CG3244	CG5099	1
3353	CG32451	CG6510	1
3354	CG32451	CG6684	1
3355	CG32451	CG6779	1
3356	CG32451	CG9117	1
3357	CG32451	CG9804	1
3358	CG32464	CG3365	1
3359	CG3248	CG7558	1
3360	CG32486	CG8725	1
3361	CG32486	CG9975	1
3362	CG32512	CG9986	1
3363	CG32530	CG9422	1
3364	CG32572	CG9588	1
3365	CG32573	CG4167	1
3366	CG32594	CG5474	1
3367	CG32594	CG7962	1
3368	CG32594	CG9878	1
3369	CG32626	CG8548	1
3370	CG32626	CG8620	1
3371	CG32638	CG9195	1
3372	CG32647	CG5933	1
3373	CG32647	CG9986	1
3374	CG32654	CG4087	1
3375	CG32654	CG4863	1
3376	CG32654	CG8414	1
3377	CG32654	CG8857	1
3378	CG32654	CG8965	1
3379	CG32654	CG9553	1
3380	CG32672	CG3918	1
3381	CG32672	CG5064	1
3382	CG32680	CG3979	1
3383	CG32705	CG4959	1
3384	CG32705	CG7570	1
3385	CG32708	CG3918	1
3386	CG32711	CG3858	1
3387	CG32732	CG4059	1
3388	CG32732	CG4759	1
3389	CG32736	CG7191	1
3390	CG3274	CG7011	1
3391	CG3278	CG5325	1
3392	CG3278	CG9007	1
3393	CG32796	CG4865	1
3394	CG32796	CG9986	1
3395	CG32809	CG32940	1
3396	CG32809	CG5446	1
3397	CG32852	CG4918	1
3398	CG32940	CG8478	1
3399	CG32940	CG9539	1
3400	CG32944	CG6459	1
3401	CG3295	CG6743	1
3402	CG32950	CG6202	1
3403	CG32950	CG9911	1
3404	CG3298	CG4887	1
3405	CG3299	CG4095	1
3406	CG33045	CG7570	1
3407	CG33045	CG9986	1
3408	CG33047	CG6416	1
3409	CG33047	CG7486	1
3410	CG33067	CG4300	1
3411	CG33067	CG7283	1
3412	CG33070	CG3730	1
3413	CG33070	CG4257	1
3414	CG33070	CG5121	1
3415	CG33070	CG5642	1
3416	CG33070	CG5792	1
3417	CG33070	CG6910	1
3418	CG33070	CG6950	1
3419	CG33070	CG7461	1
3420	CG33070	CG7748	1
3421	CG33070	CG8470	1
3422	CG33070	CG9012	1
3423	CG33070	CG9196	1
3424	CG33070	CG9485	1
3425	CG33070	CG9624	1
3426	CG3308	CG5792	1
3427	CG3308	CG7765	1
3428	CG3308	CG8206	1
3429	CG33085	CG6779	1
3430	CG33085	CG8639	1
3431	CG33103	CG6779	1
3432	CG33103	CG6846	1
3433	CG33103	CG7254	1
3434	CG33103	CG7926	1
3435	CG33103	CG8292	1
3436	CG33103	CG9163	1
3437	CG33106	CG3953	1
3438	CG33106	CG4059	1
3439	CG33106	CG6378	1
3440	CG33113	CG6046	1
3441	CG33113	CG9986	1
3442	CG33130	CG5499	1
3443	CG33131	CG4983	1
3444	CG33134	CG5315	1
3445	CG33138	CG4216	1
3446	CG33138	CG9306	1
3447	CG3314	CG3858	1
3448	CG3314	CG4167	1
3449	CG3314	CG8031	1
3450	CG3314	CG8232	1
3451	CG3314	CG9506	1
3452	CG33141	CG3689	1
3453	CG33141	CG7570	1
3454	CG33141	CG9893	1
3455	CG33154	CG4071	1
3456	CG33174	CG4306	1
3457	CG33200	CG5315	1
3458	CG33208	CG6497	1
3459	CG33208	CG8553	1
3460	CG33208	CG9091	1
3461	CG33209	CG5520	1
3462	CG33209	CG6588	1
3463	CG33209	CG8840	1
3464	CG33209	CG9195	1
3465	CG3323	CG3929	1
3466	CG3323	CG3988	1
3467	CG3323	CG3991	1
3468	CG3323	CG5062	1
3469	CG3331	CG8611	1
3470	CG3351	CG3576	1
3471	CG3363	CG6985	1
3472	CG3365	CG5920	1
3473	CG3365	CG6544	1
3474	CG3365	CG7570	1
3475	CG3365	CG7808	1
3476	CG3365	CG8783	1
3477	CG3368	CG5359	1
3478	CG3376	CG9986	1
3479	CG3386	CG8965	1
3480	CG3386	CG9354	1
3481	CG3395	CG3953	1
3482	CG3395	CG4385	1
3483	CG3395	CG8239	1
3484	CG3395	CG9099	1
3485	CG3395	CG9653	1
3486	CG3403	CG4771	1
3487	CG3403	CG5733	1
3488	CG3403	CG7146	1
3489	CG3403	CG8965	1
3490	CG3415	CG3713	1
3491	CG3420	CG9911	1
3492	CG3441	CG4832	1
3493	CG3441	CG5939	1
3494	CG3441	CG7238	1
3495	CG3460	CG9911	1
3496	CG3492	CG4832	1
3497	CG3492	CG7945	1
3498	CG3493	CG3610	1
3499	CG3496	CG7622	1
3500	CG3501	CG9986	1
3501	CG3506	CG9506	1
3502	CG3508	CG9527	1
3503	CG3522	CG8417	1
3504	CG3525	CG6779	1
3505	CG3527	CG7945	1
3506	CG3529	CG9795	1
3507	CG3557	CG7664	1
3508	CG3557	CG9480	1
3509	CG3557	CG9911	1
3510	CG3558	CG7375	1
3511	CG3564	CG7456	1
3512	CG3568	CG4167	1
3513	CG3582	CG7971	1
3514	CG3582	CG8247	1
3515	CG3590	CG5642	1
3516	CG3590	CG7375	1
3517	CG3590	CG7793	1
3518	CG3598	CG6459	1
3519	CG3605	CG7057	1
3520	CG3610	CG4617	1
3521	CG3610	CG5433	1
3522	CG3610	CG6450	1
3523	CG3610	CG8548	1
3524	CG3610	CG9900	1
3525	CG3612	CG6569	1
3526	CG3632	CG7146	1
3527	CG3652	CG3811	1
3528	CG3661	CG7011	1
3529	CG3661	CG9286	1
3530	CG3662	CG5073	1
3531	CG3662	CG5380	1
3532	CG3662	CG9665	1
3533	CG3662	CG9837	1
3534	CG3679	CG4617	1
3535	CG3689	CG7061	1
3536	CG3689	CG9653	1
3537	CG3698	CG9113	1
3538	CG3708	CG7381	1
3539	CG3713	CG6425	1
3540	CG3715	CG5502	1
3541	CG3739	CG9986	1
3542	CG3766	CG8725	1
3543	CG3769	CG4863	1
3544	CG3769	CG8069	1
3545	CG3792	CG5705	1
3546	CG3792	CG5709	1
3547	CG3806	CG8190	1
3548	CG3810	CG6424	1
3549	CG3810	CG6544	1
3550	CG3832	CG9986	1
3551	CG3858	CG9539	1
3552	CG3874	CG9090	1
3553	CG3880	CG3997	1
3554	CG3880	CG4832	1
3555	CG3880	CG6425	1
3556	CG3880	CG6724	1
3557	CG3880	CG7067	1
3558	CG3903	CG5499	1
3559	CG3906	CG7546	1
3560	CG3911	CG6005	1
3561	CG3911	CG7014	1
3562	CG3911	CG7176	1
3563	CG3911	CG7461	1
3564	CG3917	CG5064	1
3565	CG3918	CG5374	1
3566	CG3918	CG6843	1
3567	CG3918	CG9312	1
3568	CG3919	CG8816	1
3569	CG3922	CG4059	1
3570	CG3925	CG9480	1
3571	CG3929	CG4216	1
3572	CG3929	CG4617	1
3573	CG3929	CG4832	1
3574	CG3929	CG5709	1
3575	CG3929	CG6276	1
3576	CG3929	CG7518	1
3577	CG3929	CG7605	1
3578	CG3929	CG8247	1
3579	CG3929	CG9331	1
3580	CG3931	CG8884	1
3581	CG3938	CG4887	1
3582	CG3938	CG5360	1
3583	CG3938	CG6575	1
3584	CG3939	CG4829	1
3585	CG3939	CG5739	1
3586	CG3939	CG7014	1
3587	CG3945	CG4167	1
3588	CG3948	CG6459	1
3589	CG3953	CG4457	1
3590	CG3953	CG4719	1
3591	CG3953	CG6179	1
3592	CG3953	CG6565	1
3593	CG3953	CG7766	1
3594	CG3953	CG8383	1
3595	CG3953	CG9911	1
3596	CG3959	CG5686	1
3597	CG3985	CG4447	1
3598	CG3985	CG9646	1
3599	CG3988	CG6817	1
3600	CG3991	CG5121	1
3601	CG3991	CG5134	1
3602	CG3997	CG6459	1
3603	CG4001	CG5333	1
3604	CG4008	CG7352	1
3605	CG4025	CG9986	1
3606	CG4045	CG5063	1
3607	CG4057	CG5270	1
3608	CG4057	CG9511	1
3609	CG4057	CG9653	1
3610	CG4059	CG4918	1
3611	CG4059	CG5067	1
3612	CG4059	CG5823	1
3613	CG4059	CG7808	1
3614	CG4059	CG7992	1
3615	CG4059	CG8495	1
3616	CG4062	CG5939	1
3617	CG4069	CG8495	1
3618	CG4071	CG5502	1
3619	CG4071	CG6398	1
3620	CG4071	CG8038	1
3621	CG4079	CG4185	1
3622	CG4087	CG6459	1
3623	CG4087	CG6950	1
3624	CG4087	CG7340	1
3625	CG4087	CG8231	1
3626	CG4087	CG8479	1
3627	CG4087	CG8548	1
3628	CG4087	CG9173	1
3629	CG4095	CG5939	1
3630	CG4095	CG7966	1
3631	CG4095	CG9523	1
3632	CG4104	CG8884	1
3633	CG4143	CG5923	1
3634	CG4157	CG5648	1
3635	CG4162	CG4287	1
3636	CG4162	CG5802	1
3637	CG4162	CG9986	1
3638	CG4167	CG6949	1
3639	CG4167	CG6958	1
3640	CG4167	CG7340	1
3641	CG4167	CG7726	1
3642	CG4167	CG8083	1
3643	CG4167	CG8600	1
3644	CG4167	CG9342	1
3645	CG4168	CG5127	1
3646	CG4168	CG9986	1
3647	CG4185	CG5175	1
3648	CG4199	CG9986	1
3649	CG4204	CG6380	1
3650	CG4204	CG9291	1
3651	CG4216	CG6755	1
3652	CG4216	CG7570	1
3653	CG4216	CG8292	1
3654	CG4217	CG6972	1
3655	CG4220	CG4645	1
3656	CG4220	CG5637	1
3657	CG4258	CG8057	1
3658	CG4274	CG5174	1
3659	CG4281	CG6843	1
3660	CG4281	CG8414	1
3661	CG4289	CG5371	1
3662	CG4289	CG6744	1
3663	CG4299	CG4877	1
3664	CG4300	CG9291	1
3665	CG4303	CG4336	1
3666	CG4303	CG4581	1
3667	CG4303	CG4634	1
3668	CG4303	CG5357	1
3669	CG4303	CG7003	1
3670	CG4303	CG7212	1
3671	CG4303	CG7266	1
3672	CG4303	CG7518	1
3673	CG4303	CG7846	1
3674	CG4303	CG8023	1
3675	CG4303	CG8057	1
3676	CG4303	CG8470	1
3677	CG4303	CG8886	1
3678	CG4303	CG9012	1
3679	CG4303	CG9331	1
3680	CG4303	CG9554	1
3681	CG4303	CG9586	1
3682	CG4306	CG5445	1
3683	CG4326	CG4617	1
3684	CG4326	CG5847	1
3685	CG4326	CG8529	1
3686	CG4337	CG7856	1
3687	CG4364	CG9986	1
3688	CG4398	CG9881	1
3689	CG4415	CG4464	1
3690	CG4415	CG5676	1
3691	CG4415	CG6519	1
3692	CG4415	CG8631	1
3693	CG4445	CG4577	1
3694	CG4445	CG7757	1
3695	CG4447	CG9577	1
3696	CG4451	CG5792	1
3697	CG4454	CG6459	1
3698	CG4468	CG4900	1
3699	CG4488	CG6378	1
3700	CG4494	CG9641	1
3701	CG4532	CG4795	1
3702	CG4546	CG5134	1
3703	CG4561	CG6416	1
3704	CG4570	CG7757	1
3705	CG4570	CG8813	1
3706	CG4579	CG5642	1
3707	CG4584	CG8843	1
3708	CG4617	CG5502	1
3709	CG4617	CG5939	1
3710	CG4617	CG6459	1
3711	CG4617	CG6569	1
3712	CG4617	CG6841	1
3713	CG4617	CG6954	1
3714	CG4617	CG7512	1
3715	CG4617	CG7518	1
3716	CG4617	CG7793	1
3717	CG4617	CG8725	1
3718	CG4617	CG8851	1
3719	CG4617	CG9331	1
3720	CG4617	CG9836	1
3721	CG4622	CG9740	1
3722	CG4623	CG5626	1
3723	CG4623	CG8266	1
3724	CG4631	CG6380	1
3725	CG4634	CG5991	1
3726	CG4634	CG6843	1
3727	CG4634	CG9696	1
3728	CG4654	CG6376	1
3729	CG4654	CG7546	1
3730	CG4659	CG5174	1
3731	CG4663	CG5325	1
3732	CG4673	CG6147	1
3733	CG4673	CG6233	1
3734	CG4681	CG5064	1
3735	CG4681	CG6441	1
3736	CG4692	CG5645	1
3737	CG4694	CG7171	1
3738	CG4712	CG5935	1
3739	CG4712	CG7238	1
3740	CG4719	CG8886	1
3741	CG4719	CG9986	1
3742	CG4729	CG9928	1
3743	CG4742	CG5941	1
3744	CG4751	CG9986	1
3745	CG4759	CG4832	1
3746	CG4759	CG6049	1
3747	CG4759	CG8349	1
3748	CG4759	CG9632	1
3749	CG4771	CG5884	1
3750	CG4771	CG6541	1
3751	CG4778	CG7171	1
3752	CG4785	CG5502	1
3753	CG4785	CG5642	1
3754	CG4795	CG6337	1
3755	CG4798	CG7757	1
3756	CG4798	CG8495	1
3757	CG4798	CG9986	1
3758	CG4800	CG8173	1
3759	CG4800	CG8282	1
3760	CG4800	CG8884	1
3761	CG4800	CG9986	1
3762	CG4805	CG9539	1
3763	CG4832	CG5461	1
3764	CG4832	CG5859	1
3765	CG4832	CG7610	1
3766	CG4832	CG7757	1
3767	CG4832	CG8479	1
3768	CG4832	CG8851	1
3769	CG4832	CG9045	1
3770	CG4832	CG9893	1
3771	CG4832	CG9951	1
3772	CG4835	CG4863	1
3773	CG4835	CG5193	1
3774	CG4835	CG5288	1
3775	CG4835	CG7361	1
3776	CG4835	CG8764	1
3777	CG4835	CG9291	1
3778	CG4835	CG9975	1
3779	CG4840	CG4959	1
3780	CG4840	CG6441	1
3781	CG4848	CG6488	1
3782	CG4857	CG4959	1
3783	CG4863	CG5346	1
3784	CG4863	CG6378	1
3785	CG4863	CG7570	1
3786	CG4863	CG8175	1
3787	CG4863	CG8349	1
3788	CG4863	CG8764	1
3789	CG4865	CG7610	1
3790	CG4867	CG9060	1
3791	CG4877	CG5346	1
3792	CG4877	CG6197	1
3793	CG4877	CG7757	1
3794	CG4877	CG8846	1
3795	CG4887	CG9527	1
3796	CG4893	CG5052	1
3797	CG4893	CG6779	1
3798	CG4918	CG7518	1
3799	CG4918	CG9986	1
3800	CG4925	CG7785	1
3801	CG4959	CG5080	1
3802	CG4959	CG6380	1
3803	CG4959	CG6707	1
3804	CG4959	CG7381	1
3805	CG4959	CG8458	1
3806	CG4959	CG9173	1
3807	CG4966	CG6707	1
3808	CG4966	CG6779	1
3809	CG5026	CG5359	1
3810	CG5026	CG8725	1
3811	CG5026	CG9951	1
3812	CG5029	CG8247	1
3813	CG5047	CG9556	1
3814	CG5052	CG7231	1
3815	CG5057	CG5191	1
3816	CG5057	CG6225	1
3817	CG5061	CG8173	1
3818	CG5062	CG5280	1
3819	CG5064	CG7757	1
3820	CG5065	CG5325	1
3821	CG5068	CG7622	1
3822	CG5068	CG8414	1
3823	CG5070	CG9192	1
3824	CG5080	CG9951	1
3825	CG5089	CG5303	1
3826	CG5089	CG9448	1
3827	CG5096	CG7810	1
3828	CG5099	CG7789	1
3829	CG5102	CG5703	1
3830	CG5110	CG5189	1
3831	CG5121	CG6598	1
3832	CG5121	CG8750	1
3833	CG5121	CG9201	1
3834	CG5134	CG5378	1
3835	CG5134	CG5681	1
3836	CG5134	CG7340	1
3837	CG5147	CG6569	1
3838	CG5147	CG8598	1
3839	CG5151	CG5303	1
3840	CG5151	CG8191	1
3841	CG5174	CG6339	1
3842	CG5174	CG7231	1
3843	CG5183	CG8843	1
3844	CG5190	CG9511	1
3845	CG5191	CG7191	1
3846	CG5212	CG6276	1
3847	CG5212	CG7481	1
3848	CG5212	CG7879	1
3849	CG5212	CG7939	1
3850	CG5212	CG8121	1
3851	CG5212	CG9354	1
3852	CG5215	CG5641	1
3853	CG5215	CG7013	1
3854	CG5215	CG9775	1
3855	CG5232	CG6779	1
3856	CG5277	CG5984	1
3857	CG5280	CG7352	1
3858	CG5288	CG9986	1
3859	CG5303	CG5882	1
3860	CG5303	CG5939	1
3861	CG5303	CG9099	1
3862	CG5303	CG9239	1
3863	CG5325	CG5640	1
3864	CG5325	CG7035	1
3865	CG5325	CG7081	1
3866	CG5325	CG7461	1
3867	CG5325	CG8396	1
3868	CG5327	CG7966	1
3869	CG5333	CG5792	1
3870	CG5333	CG5920	1
3871	CG5333	CG6869	1
3872	CG5355	CG5709	1
3873	CG5355	CG6829	1
3874	CG5359	CG6241	1
3875	CG5359	CG6398	1
3876	CG5359	CG8247	1
3877	CG5359	CG8479	1
3878	CG5359	CG9063	1
3879	CG5359	CG9193	1
3880	CG5359	CG9198	1
3881	CG5359	CG9762	1
3882	CG5359	CG9984	1
3883	CG5360	CG6577	1
3884	CG5378	CG6415	1
3885	CG5380	CG9653	1
3886	CG5382	CG9432	1
3887	CG5408	CG6333	1
3888	CG5410	CG6985	1
3889	CG5410	CG8601	1
3890	CG5410	CG9653	1
3891	CG5428	CG8292	1
3892	CG5433	CG7765	1
3893	CG5433	CG9975	1
3894	CG5445	CG6197	1
3895	CG5445	CG7856	1
3896	CG5445	CG9173	1
3897	CG5452	CG9670	1
3898	CG5472	CG6755	1
3899	CG5472	CG9324	1
3900	CG5476	CG9511	1
3901	CG5481	CG7856	1
3902	CG5486	CG7484	1
3903	CG5499	CG9415	1
3904	CG5529	CG6459	1
3905	CG5532	CG8292	1
3906	CG5576	CG7725	1
3907	CG5576	CG9392	1
3908	CG5580	CG6459	1
3909	CG5581	CG6944	1
3910	CG5599	CG8529	1
3911	CG5605	CG8884	1
3912	CG5613	CG6904	1
3913	CG5625	CG7879	1
3914	CG5634	CG7231	1
3915	CG5637	CG7655	1
3916	CG5637	CG9415	1
3917	CG5640	CG7926	1
3918	CG5641	CG9986	1
3919	CG5642	CG5903	1
3920	CG5642	CG6779	1
3921	CG5642	CG7856	1
3922	CG5642	CG8793	1
3923	CG5642	CG9238	1
3924	CG5654	CG6459	1
3925	CG5662	CG9393	1
3926	CG5681	CG7834	1
3927	CG5705	CG9531	1
3928	CG5709	CG6770	1
3929	CG5709	CG6779	1
3930	CG5709	CG7266	1
3931	CG5709	CG7436	1
3932	CG5709	CG8171	1
3933	CG5733	CG7392	1
3934	CG5733	CG7787	1
3935	CG5745	CG8230	1
3936	CG5757	CG6985	1
3937	CG5760	CG9961	1
3938	CG5762	CG6889	1
3939	CG5762	CG8291	1
3940	CG5792	CG6040	1
3941	CG5792	CG7726	1
3942	CG5792	CG8598	1
3943	CG5792	CG9576	1
3944	CG5792	CG9665	1
3945	CG5802	CG8449	1
3946	CG5807	CG6054	1
3947	CG5807	CG7628	1
3948	CG5820	CG7057	1
3949	CG5828	CG8768	1
3950	CG5835	CG8239	1
3951	CG5854	CG9614	1
3952	CG5920	CG8230	1
3953	CG5920	CG9117	1
3954	CG5920	CG9890	1
3955	CG5923	CG6349	1
3956	CG5923	CG7570	1
3957	CG5923	CG9653	1
3958	CG5933	CG7787	1
3959	CG5933	CG8383	1
3960	CG5938	CG7238	1
3961	CG5939	CG9297	1
3962	CG5941	CG9099	1
3963	CG5965	CG7558	1
3964	CG5972	CG9881	1
3965	CG5991	CG8239	1
3966	CG6020	CG7143	1
3967	CG6022	CG9624	1
3968	CG6049	CG8996	1
3969	CG6049	CG9776	1
3970	CG6058	CG8291	1
3971	CG6058	CG9754	1
3972	CG6084	CG6843	1
3973	CG6084	CG8815	1
3974	CG6141	CG8291	1
3975	CG6141	CG9511	1
3976	CG6146	CG9060	1
3977	CG6147	CG8975	1
3978	CG6147	CG9028	1
3979	CG6159	CG7793	1
3980	CG6181	CG6233	1
3981	CG6202	CG7952	1
3982	CG6205	CG9614	1
3983	CG6206	CG6707	1
3984	CG6222	CG6779	1
3985	CG6235	CG8173	1
3986	CG6249	CG8025	1
3987	CG6253	CG6522	1
3988	CG6253	CG9383	1
3989	CG6253	CG9986	1
3990	CG6276	CG6569	1
3991	CG6276	CG7757	1
3992	CG6276	CG8851	1
3993	CG6302	CG6719	1
3994	CG6322	CG7173	1
3995	CG6332	CG9331	1
3996	CG6333	CG9331	1
3997	CG6340	CG6843	1
3998	CG6341	CG8764	1
3999	CG6378	CG6770	1
4000	CG6378	CG6779	1
4001	CG6378	CG7808	1
4002	CG6380	CG8064	1
4003	CG6393	CG8605	1
4004	CG6398	CG7238	1
4005	CG6398	CG7375	1
4006	CG6398	CG7970	1
4007	CG6412	CG8173	1
4008	CG6416	CG6588	1
4009	CG6416	CG8849	1
4010	CG6416	CG9699	1
4011	CG6425	CG7238	1
4012	CG6425	CG8766	1
4013	CG6428	CG8900	1
4014	CG6450	CG7793	1
4015	CG6450	CG9480	1
4016	CG6455	CG8884	1
4017	CG6455	CG9117	1
4018	CG6459	CG7340	1
4019	CG6459	CG7546	1
4020	CG6459	CG9091	1
4021	CG6459	CG9213	1
4022	CG6459	CG9368	1
4023	CG6459	CG9986	1
4024	CG6497	CG6719	1
4025	CG6497	CG7048	1
4026	CG6506	CG8230	1
4027	CG6510	CG8291	1
4028	CG6510	CG8414	1
4029	CG6513	CG7168	1
4030	CG6517	CG7098	1
4031	CG6519	CG8095	1
4032	CG6533	CG9392	1
4033	CG6541	CG6843	1
4034	CG6541	CG9527	1
4035	CG6544	CG9533	1
4036	CG6567	CG6949	1
4037	CG6569	CG7757	1
4038	CG6569	CG8981	1
4039	CG6605	CG7238	1
4040	CG6666	CG7146	1
4041	CG6674	CG9776	1
4042	CG6685	CG8884	1
4043	CG6707	CG7570	1
4044	CG6707	CG8449	1
4045	CG6707	CG9173	1
4046	CG6719	CG7172	1
4047	CG6755	CG9291	1
4048	CG6770	CG7570	1
4049	CG6770	CG7578	1
4050	CG6770	CG8414	1
4051	CG6770	CG8843	1
4052	CG6770	CG9415	1
4053	CG6770	CG9473	1
4054	CG6773	CG8266	1
4055	CG6779	CG6864	1
4056	CG6779	CG7628	1
4057	CG6779	CG7787	1
4058	CG6779	CG8674	1
4059	CG6779	CG9163	1
4060	CG6779	CG9665	1
4061	CG6803	CG8349	1
4062	CG6835	CG7238	1
4063	CG6843	CG8507	1
4064	CG6843	CG9418	1
4065	CG6847	CG8232	1
4066	CG6864	CG9653	1
4067	CG6878	CG9511	1
4068	CG6891	CG8078	1
4069	CG6891	CG8420	1
4070	CG6902	CG9986	1
4071	CG6932	CG8725	1
4072	CG6944	CG9986	1
4073	CG6950	CG7352	1
4074	CG6950	CG8226	1
4075	CG6954	CG8247	1
4076	CG7000	CG9614	1
4077	CG7006	CG9511	1
4078	CG7011	CG9696	1
4079	CG7015	CG9099	1
4080	CG7048	CG7770	1
4081	CG7048	CG8292	1
4082	CG7053	CG7331	1
4083	CG7108	CG9986	1
4084	CG7131	CG7757	1
4085	CG7139	CG7352	1
4086	CG7168	CG9091	1
4087	CG7172	CG9541	1
4088	CG7173	CG7655	1
4089	CG7173	CG8062	1
4090	CG7173	CG9296	1
4091	CG7182	CG7191	1
4092	CG7210	CG8548	1
4093	CG7210	CG9028	1
4094	CG7231	CG7254	1
4095	CG7231	CG8527	1
4096	CG7238	CG7282	1
4097	CG7238	CG7757	1
4098	CG7238	CG9883	1
4099	CG7239	CG9776	1
4100	CG7250	CG7856	1
4101	CG7265	CG8036	1
4102	CG7282	CG8291	1
4103	CG7324	CG9238	1
4104	CG7352	CG9124	1
4105	CG7352	CG9418	1
4106	CG7356	CG8598	1
4107	CG7375	CG9893	1
4108	CG7392	CG7856	1
4109	CG7392	CG8292	1
4110	CG7392	CG9665	1
4111	CG7398	CG8282	1
4112	CG7398	CG8396	1
4113	CG7414	CG9173	1
4114	CG7429	CG9951	1
4115	CG7518	CG7757	1
4116	CG7546	CG8620	1
4117	CG7546	CG9853	1
4118	CG7558	CG9553	1
4119	CG7570	CG7835	1
4120	CG7570	CG9653	1
4121	CG7570	CG9703	1
4122	CG7570	CG9836	1
4123	CG7571	CG9342	1
4124	CG7622	CG9415	1
4125	CG7664	CG7838	1
4126	CG7738	CG8674	1
4127	CG7757	CG9636	1
4128	CG7764	CG9401	1
4129	CG7780	CG8928	1
4130	CG7787	CG9296	1
4131	CG7795	CG9506	1
4132	CG7800	CG9809	1
4133	CG7808	CG8414	1
